COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
2450580,"SODIUM HYPOCHLORITE, CONCENTRATED, LIQUID",Sodium Hypochlorite for Remote Facilities  .  .  .  Please send invoices to: AWRemoteFacilitiesAP@austintexas.gov,0.,,,0.,"12,326.55",MA5000GA230000044,Sodium Hypochlorite for Remote Facilities - Q2,DO220025010304958,01/03/2025,V00000942878,"PVS Minibulk, Inc.",10900 Harper Ave,,Detroit,MI,48213,US,04/06/2026
0704800,Trucks (One Ton and Less Capacity),HOMELESS STRATEGY OFFICE    UNIT 6430    BuyBoard 724-23,1.,EA,Each,"54,788.91","54,788.91",MA7800GC200000002,FY 25 SILSBEE FORD,DO780025010404970,01/04/2025,V00000918757,SILSBEE FORD INC,1211 US HIGHWAY 96 NORTH,,SILSBEE,TX,77656,US,04/06/2026
0700637,"SUV, Police Patrol",HOMELESS STRATEGY OFFICE      UNIT 6427 6428    TX SMARTBUY 070-A1,2.,EA,Each,"44,308.84","88,617.68",MA7800GC200000002,FY 25 SILSBEE FORD,DO780025010404970,01/04/2025,V00000918757,SILSBEE FORD INC,1211 US HIGHWAY 96 NORTH,,SILSBEE,TX,77656,US,04/06/2026
0704800,Trucks (One Ton and Less Capacity),HOMELESS STRATEGY OFFICE    UNIT 6429    BuyBoard 724-23,1.,EA,Each,"55,188.91","55,188.91",MA7800GC200000002,FY 25 SILSBEE FORD,DO780025010404970,01/04/2025,V00000918757,SILSBEE FORD INC,1211 US HIGHWAY 96 NORTH,,SILSBEE,TX,77656,US,04/06/2026
20464,"Network Components: Adapter Cards, Bridges, Connec",Attn: Richard Brink  2500 Montopolis Drive  Austin Texas 78741    Please send invoice to  AEITVendor_AssetManagement@austinenergy.com,75.,UNIT,Unit,245.09,"18,381.75",MA5000NC230000106,HW-REL-CISCO OPTICS FOR INF. REMEDIATION - HEIDI BLANCHAR,DOM1100MAX216255,01/06/2025,CDW7127170,CDW LLC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US,04/06/2026
4651415,"DEFIBRILLATOR, EXTERNAL, AUTOMATIC (AED), INCLUDING PARTS AN",BuyBoard Contract 704-23.    15 EA Adult HeartSine AED Pad-Pack and battery all in one cartridge @ $199.00 = $2985.00,0.,,,0.,"2,985.00",MA5000GC230000014,New AED Adult HeartSine Pad-Pack,DO810025010604990,01/06/2025,V00000988407,"SafetyMed, LLC",5773 Woodway Dr Ste 214,,Houston,TX,77057,US,04/06/2026
8853830,"CHLORINE, LIQUID (FOR WATER PURIFICATION)","Ullrich for the months of JANUARY through MARCH 2025 @ $2,249.40    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com",84.63,TON,Ton,"2,249.4","190,366.72",MA2200GA230000057,PVS- ULLRICH- LIQUID CHLORINE- JAN THROUGH MAR 2025,DO220025010604975,01/06/2025,V00000992575,PVS DX INC,1919 Jacintoport Blvd,,Houston,TX,77015,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.4,80.,CUYD,Cubic Yard,127.5,"10,200.00",MA1100GA210000031,Concrete for 8003 Decker lane,DOM1100MAX216274,01/06/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
20464,"Network Components: Adapter Cards, Bridges, Connec",Attn: Richard Brink  2500 Montopolis Drive  Austin Texas 78741    Please send invoice to  AEITVendor_AssetManagement@austinenergy.com,8.,UNIT,Unit,882.19,"7,057.52",MA5000NC230000106,HW-REL-CISCO OPTICS FOR INF. REMEDIATION - HEIDI BLANCHAR,DOM1100MAX216255,01/06/2025,CDW7127170,CDW LLC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US,04/06/2026
1903630,"CHEMICALS, BULK",Bulk Sodium Chloride inTons Handcox WTP for the months of January 2025 through March 2025  Email Invoices to: Admin.WTP4@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: HandcoxCDN@cityofaustin.onmicrosoft.com,143.03,TON,Ton,326.65,"46,720.75",MA2200GA230000025,Handcox WTP Sodium Chloride (Bulk) - Jan-Mar 2025,DO220025010605013,01/06/2025,V00000970538,"Catalynt Solutions, Inc.",22817 102nd Place West,,Edmonds,WA,98020,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con",Item: GEO12WATTLE20  12X20 FT STRAW WATTLE  Qty: 2ea  Unit Cost: $27.08  QTE: B543902,0.,,,0.,54.16,MA5000GA230000008,Storm Water Protection,DO620025010605009,01/06/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,960.,EA,Each,216.64,"207,974.40",MA1100GS170000004,January 2025 Meter Order,DOM1100MAX216267,01/06/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
8851635,"CHEMICALS, WATER TREATMENT",Ullrich for the months of JANUARY through MARCH 2025 @ 297.03    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,0.,,,0.,"49,201.86",MA2200GA210000054,ARQ- ULLRICH- POWDER ACTIVATED CARBON- JAN THROUGH MAR 2025,DO220025010604980,01/06/2025,V00000938028,"Arq Purification, LLC",8051 E Maplewood Ave,Suite 210,Greenwood Village,CO,80111,US,04/06/2026
88566,Fluoride and Other Drinking Water Additives,Ullrich for the months of JANUARY through MARCH 2025 @ $498.34    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,0.,,,0.,"22,710.35",MA2200GA210000068,UNIVAR- ULLRICH- FLUORSILICIC ACID- JAN THROUGH MAR 2025,DO220025010604978,01/06/2025,VAN4974750,Univar Solutions USA LLC,12720 E US Hwy 92 trl: 427,,Dover,FL,33527,US,04/06/2026
8856050,"FERROUS CHLORIDE, INORGANIC SALTS (FECL2)",HORNSBY FERROUS CHLORIDE | TANK SERVICE FILL  .  .  .  Send Invoices to AWHornsbyAP@austintexas.gov,0.,,,0.,"43,938.81",MA2200GA210000027,HORNSBY FERROUS CHLORIDE TANK SERVICE FILL,DO220025010605002,01/06/2025,PEN3630250,PENCCO INC,P.O. Box 600,,SAN FELIPE,TX,77473-0600,US,04/06/2026
8857848,"LIME, QUICK",Ullrich for the months of JANUARY through MARCH 2025 @ $297.03    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,0.,,,0.,"721,462.16",MA2200GA240000085,LHOIST- ULLRICH- QUICKLIME- JAN THROUGH MAR 2025,DO220025010604979,01/06/2025,VS0000003038,"LHOIST NORTH AMERICA OF TEXAS, LLC",350 APG LN,,New Braunfels,TX,78132,US,04/06/2026
0705100,Trucks (Over One Ton Capacity),POLICE OPERATING    UNIT 6552    Buy board Contract # 723-23,1.,EA,Each,"770,046.","770,046.00",MA7800GC200000002,"FY 25 DOGGETT FREIGHTLINER OF TEXAS, LLC",DO780025010604971,01/06/2025,V00000945767,"Doggett Freightliner of South Texas, LLC",8700 IH 10 East,,Converse,TX,78109,US,04/06/2026
88577,"Polymer Flocculants (For Color, Thickening, Dewate",CLARIFLOC CE-2325 | POLYMER TANKER SERVICE  POLYMER DELIVERY FOR HORNSBY BEND BMP FOR Q2 2025 @ $1.46/LB  Chemical delivery notice to be confirmed with requestor  .  .  Plese send invoices to: AWHornsbyAP@austintexas.gov,0.,,,0.,"191,114.00",MA2200GA210000075,HB CLARIFLOC CE2325 | POLYMER TANKER SERVICE POLYMER DELIVER,DO220025010605005,01/06/2025,POL7108095,POLYDYNE INC,PO BOX 279,,RICEBORO,GA,31323-0279,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con",Item: GEO10FTTRIDIKE  10 FT TRIDIKE CVR  Qty: 15ea  Unit Cost: $75.53  QTE: B543902,0.,,,0.,"1,132.95",MA5000GA230000008,Storm Water Protection,DO620025010605009,01/06/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
75070,Ready-Mix Concrete,WO# 630748   Concrete for 8003 Decker lane,50.,CUYD,Cubic Yard,138.75,"6,937.50",MA1100GA210000031,Concrete for 8003 Decker lane,DOM1100MAX216274,01/06/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
8857848,"LIME, QUICK",Quicklime - Handcox WTP for the months of January 2025 through March 2025    Email Invoices to: Admin.WTP4@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: HandcoxCDN@cityofaustin.onmicrosoft.com,0.,,,0.,"235,238.82",MA2200GA240000085,Handcox WTP - Quicklime - January 2025 through March 2025,DO220025010605011,01/06/2025,VS0000003038,"LHOIST NORTH AMERICA OF TEXAS, LLC",350 APG LN,,New Braunfels,TX,78132,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,"2,400.",EA,Each,149.64,"359,136.00",MA1100GS170000004,January 2025 Meter Order,DOM1100MAX216267,01/06/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,96.,EA,Each,309.79,"29,739.84",MA1100GS170000004,January 2025 Meter Order,DOM1100MAX216267,01/06/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
20464,"Network Components: Adapter Cards, Bridges, Connec",Attn: Richard Brink  2500 Montopolis Drive  Austin Texas 78741    Please send invoice to  AEITVendor_AssetManagement@austinenergy.com,28.,UNIT,Unit,626.37,"17,538.36",MA5000NC230000106,HW-REL-CISCO OPTICS FOR INF. REMEDIATION - HEIDI BLANCHAR,DOM1100MAX216255,01/06/2025,CDW7127170,CDW LLC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US,04/06/2026
4309229,CARBON DIOXIDE (CO2) INDUSTRIAL GAS,Ullrich for the months of JANUARY through MARCH 2025 @ $190.00    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,293.75,TON,Ton,190.,"55,812.50",MA2200GA240000016,LINDE- ULLRICH- CARBON DIOXIDE- JAN THROUGH MAR 2025,DO220025010604974,01/06/2025,V00000913969,Linde Inc.,7000 High Grove Blvd.,,Burr Ridge,IL,60527,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,96.,EA,Each,120.64,"11,581.44",MA1100GS170000004,January 2025 Meter Order,DOM1100MAX216267,01/06/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,"PR246306-Wildland Packs and FaceShields for Battalion 5 Stations    1. ITEM# 605-10720 L - Hot Speed Cal Spec Pack, Mystery Ranch - L: Torso 17-24"" Waist 35-40"" -- QTY: 66 EACH @ $260.00 EACH.    2. ITEM# 302-16501 - UNI-V2 Ultra Shroud, Hot Shield USA -- QTY: 170 EACH @ $64.95 EACH.      3. Shipping - $800.00.      Ref Quote 335829A",0.,,,0.,"27,897.35",MA8300GA220000044,PR246306-Wildland Packs and FaceShields,DO830025010604988,01/06/2025,VS0000020994,"The Supply Cache, Inc.",1980 Caribou Dr,,Fort Collins,CO,80525,US,04/06/2026
4939640,"MONITORING EQUIPMENT, WATER","PRFY2025-2001954_Staryn Wagner  Rugged Twist-Lock Cable, Vented, TPU, SM Spool, Twist-Lock,  0052000-POLYSM_SPOOLTWISTLOCK100ft- Qty:1 Price: $588.00  Aqua TROLL pH/ORP Sensor 0063470 Qty: 3 Price: $795.00 $2,205.09  Kindly send invoice within 5 days of invoice date.",0.,,,0.,"2,793.09",MA6300GS240000009,PRFY2025-2001954_Staryn Wagner_Sonde Cable PH Sensors,DO630025010604989,01/06/2025,V00000994747,"In-Situ, Inc.",221 E Lincoln Ave,,Fort Collins,CO,80524,US,04/06/2026
19085,Sodium Phosphates and Polyphosphates,Ullrich for the months of JANUARY through MARCH 2025 @ $11.0682    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,"7,654.7008",GAL,Gallon,11.0682,"84,723.76",MA2200GA230000051,CONDY- ULLRICH- SODIUM HEX- JAN THROUGH MAR 2025,DO220025010604981,01/06/2025,V00000968540,Condy Holdings LLC,315 Fifth Street,,Peru,IL,61354,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,48.,EA,Each,309.79,"14,869.92",MA1100GS170000004,January 2025 Meter Order,DOM1100MAX216267,01/06/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
33518,Anhydrous Ammonia,Ullrich for the months of JANUARY through MARCH 2025 @ $0.93    Email invoices to: AWAdminUllrich@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: UllrichCDN@cityofaustin.onmicrosoft.com,0.,,,0.,"33,970.11",MA2200GA240000067,SHRIEVE- ULLRICH- ANHYDROUS AMMONIA- JAN THROUGH MAR 2025,DO220025010604973,01/06/2025,V00000936846,"Shrieve Chemical Company, LLC",1442 Lake Front Cir,,The Woodlands,TX,77380,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con",Item: ACFGC10  10 FT GEOCURVE INL FLTR  Qty: 40ea  Unit Cost: $65.00  QTE: B543902,0.,,,0.,"2,600.00",MA5000GA230000008,Storm Water Protection,DO620025010605009,01/06/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
20553,"Microcomputers, Desktop or Towerbased, Environmentally Certi",Attn: Richard Brink  2500 Montopolis Drive  Austin Texas 78741    Please send invoice to  AEITVendor_AssetManagement@austinenergy.com,12.,EA,Each,"2,145.","25,740.00",MA5000NC220000084,HW-REL-DESKTOP REPLACEMENTS,DOM1100MAX216285,01/06/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
75070,Ready-Mix Concrete,WO# 630748   Concrete for 8003 Decker lane,10.,CUYD,Cubic Yard,161.25,"1,612.50",MA1100GA210000031,Concrete for 8003 Decker lane,DOM1100MAX216274,01/06/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con",Butterfly Valve for Walnut Creek aeration basin 3     Quote: S101160355    Please send invoice to: AWWALNUTAP@AUSTINTEXAS.GOV,0.,,,0.,"13,356.00",MA2200GA240000020,Butterfly Valve for Walnut Creek aeration basin 3 S101160355,DO220025010604972,01/06/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
3400710,"BREATHING APPARATUS, SELF-CONTAINED, INCLUDING PARTS AND ACC",QTY: 8 - PN: SCOTT-X32414021200121 - SCBA AIRPAK X3 HUD 4500 1.0 4500 PSI   NIOSH 42 CFR PARACHUTE BUCKLES  STANDARD BELT E-Z FLO+ REGULATOR  DUAL EBSS GUAGE AND HUD ONLY SOFT  CASE 3M STOCK#7100258856    PLEASE SEND ALL INVOICES TO:  AWLogisticsSC@austintexas.gov,0.,,,0.,"63,905.20",MA2200NA240000201,MALLORY SAFETY SUPPLY - GOVALLE- 3M SCBA PACKS/CASE- JAN2025,DO220025010705029,01/07/2025,V00000966447,"Mallory Safety and Supply, LLC",645 Wilson St.,,Eugene,OR,97402,US,04/06/2026
49308,"Biochemical Research Equipment: DNA Synthesizers,",Quantity 10 @ $150.16 ea. Catalog#  997024.   Quote# 241217US01874909BD  Customer# 94694,10.,EA,Each,150.16,"1,501.60",,"Filter-Tips, 1500 for FSD DNA - CAP Lab",PO900025010700623,01/07/2025,V00000956861,"Qiagen North American Holdings, Inc.","Qiagen, LLC (Disregarded EIN: 954141306)",19300 Germantown Road,Germantown,MD,20874,US,04/06/2026
75052,Flexible Base,CSM - 100 TONS ROAD BASE DELVIERED TO MOTHERAL YARD  .  .  PLEASE SEND INVOICES TO: awnorthap@austintexas.gov,0.,,,0.,"1,678.18",MA2200GA190000038,COMMUNITY TRUCKING - CSM - 100 TONS ROAD BASE - JAN 2025,DO220025010705051,01/07/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
20710,COMPUTER ACCESSORIES AND SUPPLIES,Precision 3490,11.,EA,Each,"1,285.","14,135.00",MA5000NC220000084,DELL EQUIPMENT,DO560024121904645,01/07/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
19085,Sodium Phosphates and Polyphosphates,Handcox WTP for the months of January 2025 through March 2025    Email Invoices to: Admin.WTP4@austintexas.gov  Chemical Delivery notice to be emailed a minimum of 4 hours prior to delivery to: HandcoxCDN@cityofaustin.onmicrosoft.com,"3,384.6154",GAL,Gallon,11.0682,"37,461.60",MA2200GA230000051,Sodium Hex -Handcox WTP - Jan-Mar 2025,DO220025010705081,01/07/2025,V00000968540,Condy Holdings LLC,315 Fifth Street,,Peru,IL,61354,US,04/06/2026
68022,Bomb Protection Devices and Supplies,SUIT EOD 10E OLIVE DRAB MEDIUM MED 8002578  Omnia 4400008468,1.,EA,Each,"23,213.42","23,213.42",,FY25 - Replacement Bomb Suits for EOD,CT870025010700143,01/07/2025,AIR8312374,SAFEWARE INC,4403 Forbes Blvd,,Lanham,MD,20706,US,04/06/2026
20084,"CLOTHING: TROUSERS, WORK",Quantity 2 @ $339.99 ea. UF Pro Striker Gen3 Combat Pants - Multicam size 32 x 32.,2.,EA,Each,339.99,679.98,MA8700GA220000056,UF PRO Striker Gen3 Combat Pants for Police Equipment,DO870025010705067,01/07/2025,V00000980374,"ACK Enterprises, Inc","130 West 700 South, Bldg. E",,Smithfield,UT,84335,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,PDS - SFC - SAMUEL STRADER EYE GLASSES - JAN 2025,DO220025010705062,01/07/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"2,684.30",MA5000GC240000003,medical supplies - emergency patient care,DO930025010705057,01/07/2025,BOU8303524,BOUND TREE MEDICAL L L C,5000 Tuttle Crossing Blvd,,DUBLIN,OH,43016,US,04/06/2026
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, POLE MOUNT, DOE, 10KVA, 120/240  VOLT, 3 WIRE, 2 HV BUSHINGS WITH TANK MOUNTED ARRESTER, SPEC E-1579  11May 18.",1.,EA,Each,"1,900.","1,900.00",MA1100GA230000036,Critical materials supply arrangement (CMSA),DOM1100MAX216382,01/07/2025,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US,04/06/2026
65595,Video Equipment and Accessories,JBL EON208P  300W Compact All-in-one PA with 8-channel Mixer and Dual 2-way Speakers,3.,EA,Each,749.,"2,247.00",MA5000NA210000123,Portable PA systems,DO560024122004696,01/07/2025,HEA6033510,"HEART OF TEXAS MUSIC, INC",1002 S LAMAR BLVD,,AUSTIN,TX,78704-2383,US,04/06/2026
68022,Bomb Protection Devices and Supplies,BB-2590 BATTERY W/CHARGER   MED 8001061  Omnia 4400008468,1.,EA,Each,"1,010.98","1,010.98",,FY25 - Replacement Bomb Suits for EOD,CT870025010700143,01/07/2025,AIR8312374,SAFEWARE INC,4403 Forbes Blvd,,Lanham,MD,20706,US,04/06/2026
48500,"JANITORIAL SUPPLIES, GENERAL LINE",,0.,,,0.,"2,763.31",MA5000GA240000006,Janitorial Supplies,DO930025010705025,01/07/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
20811,"Application Software, Microcomputer",Road Closure Notification Software  DIR-TSO-4162   Milestone #6: Initial Training and UAT Testing,0.,,,0.,"40,000.00",MA2400NC240000013,Coordinate Software Purchase and Implementation Services,DO240025010705072,01/07/2025,V00000996726,AtomAI Solutions Inc.,4595 Leir Drive,,LA CANADA FLINTRIDGE,CA,91011,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",PR0018098  Quote:3000183908061  TX-MA 5000 NC220000084  -----------------------------  P2425HE Hub Monitor,22.,EA,Each,197.58,"4,346.76",MA5000NC220000084,DELL EQUIPMENT,DO560024121904645,01/07/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
12025,"Bridges, Passenger Loading","10 EA BEARING, CAM FOLLOWER, BRG Roller, 3 1/2x1.375 Stud - Cat # 3732018 @ $153.90 = $1539.00  2 EA TRAVEL BELL, Vibrating - BELL VIBRATING ASSY - Cat # 3654806 @ $505.02 = $1010.04  20 EA HEATER, Crankcase - 460V/130W, Danfos - Cat # 3707837 @ $30.78 = $615.60  2 EA BOOT - JOYSTICK - Cat # 3645986 @ $159.60 = $319.20  4 EA BOLT, Adjustment-Jetway Tunnel Roller- 1' X 4-3/4"" - Cat # 1600693 @ $70.68 = $282.72  3 EA TRIM - CARPET, MOLDING, ALUM,  RGD, W/O BARBS - Cat # 7660155 @ $50.16 = $150.48  3 EA TRIM - CARPET, MOLDING, ALUM, FLEX, W/O BARBS - Cat # 7660150 @ $54.72 = $164.16",0.,,,0.,"4,081.20",MA8100PS170000001,Parts for Warehouse Stock,DO810025010705085,01/07/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con",3 EA EBV192A REP KIT G2 PLAS - Cat # S0325241 @ $80.7710 = $242.31,0.,,,0.,242.31,MA5000GA230000008,Ferguson Items for Warehouse Stock,DO810025010705061,01/07/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
69152,"Motors (AC, DC, Vector Duty, Washdown, Brake, Stai","3 EA GEARBOX - WORM, SPEED REDUCER, 7.5R, 140TC, 3.992HP, 1 7/16 - Cat # GR8240562.23 @ $1340.22 = $4020.66  1 EA GEARBOX - WORM, SPEED REDUCER, 7.5R, 2.38HP, 1 7/16 - Cat # GRG-H-821-7.5-H1-23 @ $983.80",0.,,,0.,"5,004.46",MA8100NA210000085,Motors for Warehouse Stock,DO810025010705087,01/07/2025,V00000954507,Liber Holdings LLC,"3950 Doniphan Dr, Ste P",,El Paso,TX,79922,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,15.,15.00,MA5000GA230000029,PDS - SFC - SAMUEL STRADER EYE GLASSES - JAN 2025,DO220025010705062,01/07/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,108.,108.00,MA5000GA230000029,PDS - SFC - SAMUEL STRADER EYE GLASSES - JAN 2025,DO220025010705062,01/07/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
20454,"Microcomputers, Laptop, Notebook and Tablets",Backpacks,11.,EA,Each,20.62,226.82,MA5000NC220000084,DELL EQUIPMENT,DO560024121904645,01/07/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie",Dell Latitude 7455,1.,EA,Each,"1,256.09","1,256.09",MA5000NC220000084,ARM Copilot Computers,DO560025010204918,01/07/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, POLE MOUNT, DOE, 10KVA, 120/240  VOLT, 3 WIRE, 2 HV BUSHINGS WITH TANK MOUNTED ARRESTER, SPEC E-1579  11May 18.",2.,EA,Each,"1,800.","3,600.00",MA1100GA230000039,Critical materials supply arrangement (CMSA),DOM1100MAX216383,01/07/2025,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,5811 Trade Center Drive,"Building 9, Suite 950",AUSTIN,TX,78744,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie",PR0018106   Quote No: 3000184523732.1  Quote Date: 12/30/2024  _________________________________________________________  Dell Latitude 5455,1.,EA,Each,"1,014.99","1,014.99",MA5000NC220000084,ARM Copilot Computers,DO560025010204918,01/07/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
